Division,School,Number_of_Students_Missing_10%_or_More_of_the_Days_Enrolled,Number_of_Students_Enrolled_for_Half_the_Year_or_More,Chronic_Absenteeism_Rate,Dropouts,Students_in_the_Cohort,Cohort_Dropout_Rate,Diplomas,GEDs,Certificates_of_Completion,Still_Enrolled,Graduation_Completion_Index,End_of_Year_Average_Daily_Membership,School_Level_Expenditures_Per_Pupil_Federal,School_Level_Expenditures_Per_Pupil_State,School_Level_Expenditures_Per_Pupil_Subtotal,Division_Level_Expenditures_Per_Pupil_Federal,Division_Level_Expenditures_Per_Pupil_State,Division_Level_Expenditures_Per_Pupil_Subtotal,Total_Per_Pupil_Expenditures,Per_Pupil_Exclusions,Total_Expenditures,Per_Pupil_Federal_Funds,Per_Pupil_State_Funds,Poverty_Level,Percent_of_Inexperienced_Teachers,Percent_of_Out_of_Field_Teachers,Percent_of_Out_of_Field_and_Inexperienced_Teachers,NCES_School_ID,State_School_ID,NCES_District_ID,State_District_ID,Low_Grade*,High_Grade*,County_Name*,Street_Address,City,State,ZIP,Final_Location_,Latitude,Longitude,ZIP_4_digit,Phone,Locale_Code*,Locale*,Charter,Magnet*,Title_I_School*,Title_1_School_Wide*,Students*,Teachers*,Student_Teacher_Ratio*,Free_Lunch*,Reduced_Lunch*,Directly_Certified*,Type,Status,county,CENSUSTRACT_FIPS,SDI_score,PovertyLT100_FPL_score,Single_Parent_Fam_score,Education_LT12years_score,HHNo_Vehicle_score,HHRenter_Occupied_score,HHCrowding_score,Nonemployed_score,sdi,pct_Poverty_LT100,pct_Single_Parent_Fam,pct_Education_LT12years,pct_NonEmployed,pctHH_No_Vehicle,pctHH_Renter_Occupied,pctHH_Crowding,CensusTract_population
Stafford County Public Schools,GARRISONVILLE ELEMENTARY,146.0,730.0,20.0,,,,,,,,,544.84,393.0,9366.0,9758.0,237.0,3487.0,3724.0,13482.0,19506.0,7345550.0,630.0,12853.0,Low Poverty,5.4,5.4,5.4,510366002084,VA-089-0890041,5103660,VA-089,KG,5,Stafford County,100 Wood Dr,Stafford,VA,22556,Stafford County 100 Wood Dr Stafford VA 22556,,,,(540)658-6260,21,Suburb: Large,No,No,No,†,555,28,19.82,–,–,–,Regular,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Stafford County Public Schools,GRAFTON VILLAGE ELEMENTARY,127.0,780.0,16.28,,,,,,,,,701.58,301.0,8318.0,8618.0,237.0,3487.0,3724.0,12342.0,19506.0,8658863.0,538.0,11805.0,Low Poverty,0.0,4.3,0.0,510366001598,VA-089-0890270,5103660,VA-089,KG,5,Stafford County,501 Deacon Rd,Falmouth,VA,22405,Stafford County 501 Deacon Rd Falmouth VA 22405,,,,(540)373-5454,41,Rural: Fringe,No,No,No,†,717,39,18.38,156,19,–,Regular,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Stafford County Public Schools,H.H. POOLE MIDDLE,175.0,1008.0,17.36,,,,,,,,,960.27,198.0,7502.0,7700.0,237.0,3487.0,3724.0,11423.0,29102.0,10969627.0,435.0,10989.0,Low Poverty,4.5,14.9,1.5,510366001199,VA-089-0890422,5103660,VA-089,6,8,Stafford County,800 Eustace Rd,Stafford,VA,22554,Stafford County 800 Eustace Rd Stafford VA 22554,,,,(540)658-6190,41,Rural: Fringe,No,No,No,†,996,64.08,15.54,232,50,–,Regular,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Stafford County Public Schools,HAMPTON OAKS ELEMENTARY,206.0,902.0,22.84,,,,,,,,,834.98,304.0,6760.0,7064.0,237.0,3487.0,3724.0,10788.0,19506.0,9007634.0,541.0,10247.0,Low Poverty,11.6,4.7,0.0,510366000265,VA-089-0890320,5103660,VA-089,KG,5,Stafford County,107 Northampton Blvd,Stafford,VA,22554,Stafford County 107 Northampton Blvd Stafford VA 22554,,,,(540)658-6280,21,Suburb: Large,No,No,No,†,867,45,19.27,161,37,–,Regular,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Stafford County Public Schools,HARTWOOD ELEMENTARY,85.0,607.0,14.0,,,,,,,,,568.38,434.0,8824.0,9257.0,237.0,3487.0,3724.0,12981.0,19506.0,7378037.0,671.0,12311.0,Low Poverty,5.7,5.7,0.0,510366001599,VA-089-0890250,5103660,VA-089,KG,5,Stafford County,14 Shackleford Well Rd,Hartwood,VA,22406,Stafford County 14 Shackleford Well Rd Hartwood VA 22406,,,,(540)752-4441,41,Rural: Fringe,No,No,No,†,590,34,17.35,123,26,–,Regular,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Stafford County Public Schools,KATE WALLER BARRETT ELEMENTARY,148.0,790.0,18.73,,,,,,,,,750.93,800.0,8185.0,8985.0,237.0,3487.0,3724.0,12708.0,19506.0,9542900.0,1037.0,11672.0,Medium Poverty,0.0,8.9,0.0,510366002320,VA-089-0890427,5103660,VA-089,KG,5,Stafford County,150 Duffey Dr.,Stafford,VA,22554,Stafford County 150 Duffey Dr. Stafford VA 22554,,,,(540)658-6464,21,Suburb: Large,No,No,Yes,No,777,43,18.07,425,52,–,Regular,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Stafford County Public Schools,NORTH STAFFORD HIGH,556.0,1910.0,29.11,18,492,3.66,463,3,0,7,94.4,1761.83,270.0,8486.0,8756.0,237.0,3487.0,3724.0,12479.0,267034.0,21986583.0,507.0,11973.0,Medium Poverty,2.3,14.4,0.8,510366001979,VA-089-0890030,5103660,VA-089,9,12,Stafford County,839 Garrisonville Rd,Stafford,VA,22556,Stafford County 839 Garrisonville Rd Stafford VA 22556,,,,(540)658-6150,21,Suburb: Large,No,No,No,†,1863,122.47,15.21,607,117,–,Regular,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Stafford County Public Schools,PARK RIDGE ELEMENTARY,139.0,870.0,15.98,,,,,,,,,957.82,286.0,6242.0,6528.0,237.0,3487.0,3724.0,10251.0,19506.0,9819021.0,523.0,9729.0,Low Poverty,9.1,11.4,2.3,510366002201,VA-089-0890300,5103660,VA-089,KG,5,Stafford County,2000 Parkway Blvd,Stafford,VA,22554,Stafford County 2000 Parkway Blvd Stafford VA 22554,,,,(540)658-6320,21,Suburb: Large,No,No,No,†,975,47,20.74,162,42,–,Regular,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Stafford County Public Schools,ROCKHILL ELEMENTARY,157.0,694.0,22.62,,,,,,,,,625.76,452.0,8981.0,9433.0,237.0,3487.0,3724.0,13157.0,19506.0,8232853.0,689.0,12468.0,Low Poverty,2.5,5.0,0.0,510366002135,VA-089-0890060,5103660,VA-089,KG,5,Stafford County,50 Wood Dr,Stafford,VA,22556,Stafford County 50 Wood Dr Stafford VA 22556,,,,(540)658-6360,21,Suburb: Large,No,No,No,†,639,41,15.59,154,13,–,Regular,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Stafford County Public Schools,ROCKY RUN ELEMENTARY,176.0,850.0,20.71,,,,,,,,,847.29,622.0,8161.0,8783.0,237.0,3487.0,3724.0,12506.0,19506.0,10596508.0,859.0,11648.0,Medium Poverty,4.0,2.0,2.0,510366002547,VA-089-0890425,5103660,VA-089,KG,5,Stafford County,95 Reservoir Rd,Fredericksburg,VA,22406,Stafford County 95 Reservoir Rd Fredericksburg VA 22406,,,,(540)286-1956,22,Suburb: Midsize,No,No,Yes,No,886,47,18.85,297,47,–,Regular,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Stafford County Public Schools,RODNEY E. THOMPSON MIDDLE,143.0,1025.0,13.95,,,,,,,,,961.72,305.0,7448.0,7754.0,237.0,3487.0,3724.0,11477.0,29055.0,11037913.0,542.0,10935.0,Low Poverty,4.6,18.5,4.6,510366002548,VA-089-0890426,5103660,VA-089,6,8,Stafford County,75 Walpole St,Stafford,VA,22554,Stafford County 75 Walpole St Stafford VA 22554,,,,(540)658-6420,21,Suburb: Large,No,No,No,†,994,60.42,16.45,143,34,–,Regular,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Stafford County Public Schools,SHIRLEY C. HEIM MIDDLE,183.0,974.0,18.79,,,,,,,,,947.53,358.0,7606.0,7963.0,237.0,3487.0,3724.0,11687.0,19506.0,11073794.0,595.0,11093.0,Medium Poverty,8.3,11.7,1.7,510366002781,VA-089-0890440,5103660,VA-089,6,8,Stafford County,320 Telegraph Road,Stafford,VA,22554,Stafford County 320 Telegraph Road Stafford VA 22554,,,,(540)658-5910,21,Suburb: Large,No,No,No,†,997,65.78,15.16,354,72,–,Regular,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Stafford County Public Schools,STAFFORD ELEMENTARY,163.0,767.0,21.25,,,,,,,,,687.37,326.0,8095.0,8421.0,237.0,3487.0,3724.0,12144.0,19506.0,8347659.0,563.0,11582.0,Low Poverty,9.5,9.5,2.4,510366001600,VA-089-0890111,5103660,VA-089,KG,5,Stafford County,1349 Courthouse Rd,Stafford,VA,22554,Stafford County 1349 Courthouse Rd Stafford VA 22554,,,,(540)658-6340,21,Suburb: Large,No,No,No,†,703,37,19,151,31,–,Regular,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Stafford County Public Schools,STAFFORD MIDDLE,200.0,915.0,21.86,,,,,,,,,880.61,308.0,7616.0,7924.0,237.0,3487.0,3724.0,11647.0,19506.0,10256652.0,545.0,11103.0,Medium Poverty,8.8,19.1,5.9,510366001601,VA-089-0890112,5103660,VA-089,6,8,Stafford County,101 Spartan Dr,Stafford,VA,22554,Stafford County 101 Spartan Dr Stafford VA 22554,,,,(540)658-6210,41,Rural: Fringe,No,No,No,†,906,57.68,15.71,344,87,–,Regular,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Stafford County Public Schools,STAFFORD SENIOR HIGH,622.0,2083.0,29.86,22,504,4.37,462,6,0,14,92.8,1942.54,252.0,8222.0,8475.0,237.0,3487.0,3724.0,12198.0,245278.0,23695531.0,489.0,11709.0,Medium Poverty,2.2,7.5,1.5,510366001602,VA-089-0890020,5103660,VA-089,9,12,Stafford County,63 Stafford Indian Lane,Fredericksburg,VA,22405,Stafford County 63 Stafford Indian Lane Fredericksburg VA 22405,,,,(540)371-7200,41,Rural: Fringe,No,No,No,†,2059,128.33,16.04,501,76,–,Regular,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Stafford County Public Schools,T. BENTON GAYLE MIDDLE,142.0,908.0,15.64,,,,,,,,,902.61,411.0,8237.0,8648.0,237.0,3487.0,3724.0,12372.0,29102.0,11166721.0,648.0,11724.0,Medium Poverty,1.5,2.9,1.5,510366001603,VA-089-0890162,5103660,VA-089,6,8,Stafford County,100 Panther Drive,Fredericksburg,VA,22406,Stafford County 100 Panther Drive Fredericksburg VA 22406,,,,(540)373-0383,22,Suburb: Midsize,No,No,No,†,946,63.5,14.9,275,38,–,Regular,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Stafford County Public Schools,WIDEWATER ELEMENTARY,140.0,635.0,22.05,,,,,,,,,577.87,599.0,8917.0,9516.0,237.0,3487.0,3724.0,13239.0,19506.0,7650516.0,836.0,12404.0,Medium Poverty,5.4,10.8,2.7,510366002106,VA-089-0890050,5103660,VA-089,KG,5,Stafford County,101 Den Rich Rd,Stafford,VA,22554,Stafford County 101 Den Rich Rd Stafford VA 22554,,,,(540)658-6380,41,Rural: Fringe,No,No,Yes,No,593,35,16.94,302,51,–,Regular,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Stafford County Public Schools,WINDING CREEK ELEMENTARY,142.0,857.0,16.57,,,,,,,,,772.96,298.0,7649.0,7948.0,237.0,3487.0,3724.0,11671.0,19506.0,9021484.0,535.0,11136.0,Low Poverty,2.3,9.3,2.3,510366001634,VA-089-0890423,5103660,VA-089,PK,5,Stafford County,475 Winding Creek Rd,Stafford,VA,22554,Stafford County 475 Winding Creek Rd Stafford VA 22554,,,,(540)658-6400,41,Rural: Fringe,No,No,No,†,795,44.25,17.97,166,28,–,Regular,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Stafford County Public Schools,MARGARET BRENT ELEMENTARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,510366002463,VA-089-0890429,5103660,VA-089,KG,5,Stafford County,2125 Mountain View Rd,Stafford,VA,22556,Stafford County 2125 Mountain View Rd Stafford VA 22556,,,,(540)658-6790,21,Suburb: Large,No,No,No,†,800,43,18.6,122,24,–,Regular,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Stafford County Public Schools,MOUNTAIN VIEW HIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,510366002464,VA-089-0890430,5103660,VA-089,9,12,Stafford County,2135 Mountain View Road,Stafford,VA,22556,Stafford County 2135 Mountain View Road Stafford VA 22556,,,,(540)658-6840,21,Suburb: Large,No,No,No,†,2144,121.26,17.68,289,68,–,Regular,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Stafford County Public Schools,NORTH STAR EARLY CHILDHOOD EDUCATION CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,510366003064,VA-089-0890992,5103660,VA-089,PK,PK,Stafford County,101 Shepherds Way,Stafford,VA,22556,Stafford County 101 Shepherds Way Stafford VA 22556,,,,(540)368-2559,21,Suburb: Large,No,No,No,†,250,24,10.42,164,8,–,Regular,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Stafford County Public Schools,PHOENIX CENTER FOR INNOVATIVE LEARNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,510366003049,VA-089-0890910,5103660,VA-089,†,†,Stafford County,610 Gayle Street,Fredericksburg,VA,22405,Stafford County 610 Gayle Street Fredericksburg VA 22405,,,,(540)899-6000,22,Suburb: Midsize,No,No,No,†,†,–,†,†,†,†,Other/Alternative,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Stafford County Public Schools,RISING STAR EARLY CHILDHOOD EDUCATION CENTER AT MELCHERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,510366003069,VA-089-0890920,5103660,VA-089,PK,PK,Stafford County,610 Gayle Street,Fredericksburg,VA,22405,Stafford County 610 Gayle Street Fredericksburg VA 22405,,,,(540)368-2559,22,Suburb: Midsize,No,No,No,†,272,26,10.46,–,–,–,Regular,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Stafford County Public Schools,STAFFORD ACADEMY FOR TECHNOLGY (STAT),,,,,,,,,,,,,,,,,,,,,,,,,,,,510366002984,VA-089-0890900,5103660,VA-089,†,†,Stafford County,31 Stafford Avenue,Stafford,VA,22554,Stafford County 31 Stafford Avenue Stafford VA 22554,,,,(540)658-6672,21,Suburb: Large,No,No,No,†,†,11.04,†,†,†,†,Vocational,Open,stafford county,51179,20.74074074,20.07407407,43.62962963,31.25925926,21.18518519,31.66666667,20.85185185,32.81481481,-0.9337361251,0.06340107061,0.1143312214,0.06223786767,0.03821351059,0.01963957619,0.215440616,0.009318743048,144012
Staunton City Public Schools,ARTHUR R. WARE ELEMENTARY,54.0,385.0,14.03,,,,,,,,,393.53,1244.0,7818.0,9061.0,1308.0,3745.0,5054.0,14115.0,3147.0,5554671.0,2552.0,11563.0,High Poverty,3.0,0.0,0.0,510369001610,VA-126-1260040,5103690,VA-126,KG,5,Staunton city,330 Grubert Avenue,Staunton,VA,24401,Staunton city 330 Grubert Avenue Staunton VA 24401,,,,(540)332-3938,13,City: Small,No,No,Yes,Yes,392,27,14.52,318,0,–,Regular,Open,staunton city,51790,58.5,57.5,57.5,52.83333333,61.0,70.83333333,31.16666667,25.0,0.2174957748,0.1336356077,0.1429277367,0.1076653525,0.03203780567,0.06679145,0.4665015833,0.01367513617,24452
Staunton City Public Schools,BESSIE WELLER ELEMENTARY,52.0,354.0,14.69,,,,,,,,,374.64,1370.0,7510.0,8880.0,1308.0,3745.0,5054.0,13934.0,8879.0,5220218.0,2678.0,11255.0,High Poverty,6.9,0.0,0.0,510369001604,VA-126-1260070,5103690,VA-126,KG,5,Staunton city,600 Greenville Ave,Staunton,VA,24401,Staunton city 600 Greenville Ave Staunton VA 24401,,,4873.0,(540)332-3940,13,City: Small,No,No,Yes,Yes,370,27.5,13.45,281,0,–,Regular,Open,staunton city,51790,58.5,57.5,57.5,52.83333333,61.0,70.83333333,31.16666667,25.0,0.2174957748,0.1336356077,0.1429277367,0.1076653525,0.03203780567,0.06679145,0.4665015833,0.01367513617,24452
Staunton City Public Schools,SHELBURNE MIDDLE,136.0,572.0,23.78,,,,,,,,,587.71,748.0,8377.0,9125.0,1308.0,3745.0,5054.0,14178.0,15379.0,8332830.0,2056.0,12122.0,High Poverty,8.5,17.0,2.1,510369001607,VA-126-1260110,5103690,VA-126,6,8,Staunton city,300 Grubert Ave,Staunton,VA,24401,Staunton city 300 Grubert Ave Staunton VA 24401,,,2996.0,(540)332-3930,13,City: Small,No,No,No,†,599,40.27,14.87,475,0,–,Regular,Open,staunton city,51790,58.5,57.5,57.5,52.83333333,61.0,70.83333333,31.16666667,25.0,0.2174957748,0.1336356077,0.1429277367,0.1076653525,0.03203780567,0.06679145,0.4665015833,0.01367513617,24452
Staunton City Public Schools,STAUNTON HIGH,189.0,806.0,23.45,10,223,4.48,191,3,0,3,85.3,813.25,650.0,8092.0,8743.0,1308.0,3745.0,5054.0,13796.0,773921.0,11220000.0,1958.0,11837.0,High Poverty,1.7,11.7,0.0,510369001606,VA-126-1260030,5103690,VA-126,9,12,Staunton city,1301 N Coalter St,Staunton,VA,24401,Staunton city 1301 N Coalter St Staunton VA 24401,,,2598.0,(540)332-3926,13,City: Small,No,No,No,†,840,53.53,15.69,265,35,–,Regular,Open,staunton city,51790,58.5,57.5,57.5,52.83333333,61.0,70.83333333,31.16666667,25.0,0.2174957748,0.1336356077,0.1429277367,0.1076653525,0.03203780567,0.06679145,0.4665015833,0.01367513617,24452
Staunton City Public Schools,THOMAS C. MCSWAIN ELEMENTARY,43.0,413.0,10.41,,,,,,,,,417.69,1013.0,7620.0,8633.0,1308.0,3745.0,5054.0,13687.0,3455.0,5716931.0,2321.0,11365.0,High Poverty,0.0,0.0,0.0,510369001608,VA-126-1260090,5103690,VA-126,KG,5,Staunton city,1101 N Coalter St,Staunton,VA,24401,Staunton city 1101 N Coalter St Staunton VA 24401,,,2505.0,(540)332-3936,13,City: Small,No,No,Yes,Yes,425,26,16.35,135,15,–,Regular,Open,staunton city,51790,58.5,57.5,57.5,52.83333333,61.0,70.83333333,31.16666667,25.0,0.2174957748,0.1336356077,0.1429277367,0.1076653525,0.03203780567,0.06679145,0.4665015833,0.01367513617,24452
Staunton City Public Schools,STAUNTON CITY SCHOOL PRESCHOOL PROGRAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,510369002828,VA-126-1260041,5103690,VA-126,PK,PK,Staunton city,Dixon Educational Center,Staunton,VA,24401,Staunton city Dixon Educational Center Staunton VA 24401,,,,(540)332-3934,13,City: Small,No,No,No,†,114,5,22.8,69,0,–,Regular,Open,staunton city,51790,58.5,57.5,57.5,52.83333333,61.0,70.83333333,31.16666667,25.0,0.2174957748,0.1336356077,0.1429277367,0.1076653525,0.03203780567,0.06679145,0.4665015833,0.01367513617,24452
Suffolk City Public Schools,BOOKER T. WASHINGTON ELEMENTARY,73.0,295.0,24.75,,,,,,,,,349.66,1456.0,9281.0,10737.0,579.0,4378.0,4957.0,15694.0,0.0,5487697.0,2035.0,13659.0,Medium Poverty,2.8,16.7,2.8,510371001613,VA-127-1270050,5103710,VA-127,PK,5,Suffolk city,204 Walnut Street,Suffolk,VA,23434,Suffolk city 204 Walnut Street Suffolk VA 23434,,,,(757)934-6226,21,Suburb: Large,No,No,Yes,Yes,345,27.5,12.55,342,0,–,Regular,Open,suffolk city,51800,42.21428571,39.35714286,46.57142857,52.39285714,49.89285714,41.78571429,31.67857143,50.42857143,-0.2587912268,0.1051606187,0.1311357134,0.1204189477,0.06378848054,0.06955922222,0.2896287155,0.01465360471,89160
Suffolk City Public Schools,COLONEL FRED CHERRY MIDDLE,71.0,736.0,9.65,,,,,,,,,765.77,37.0,6269.0,6306.0,579.0,4378.0,4957.0,11263.0,0.0,8625176.0,616.0,10647.0,Medium Poverty,0.0,5.5,0.0,510371003058,VA-127-1270397,5103710,VA-127,6,8,Suffolk city,7401 Burbage Drive,SUFFOLK,VA,23435,Suffolk city 7401 Burbage Drive SUFFOLK VA 23435,,,,(757)925-6752,21,Suburb: Large,No,No,No,†,759,50.26,15.1,231,41,–,Regular,Open,suffolk city,51800,42.21428571,39.35714286,46.57142857,52.39285714,49.89285714,41.78571429,31.67857143,50.42857143,-0.2587912268,0.1051606187,0.1311357134,0.1204189477,0.06378848054,0.06955922222,0.2896287155,0.01465360471,89160
Suffolk City Public Schools,CREEKSIDE ELEMENTARY,94.0,702.0,13.39,,,,,,,,,722.11,521.0,6305.0,6826.0,579.0,4378.0,4957.0,11783.0,0.0,8508703.0,1100.0,10683.0,Medium Poverty,2.1,6.3,0.0,510371002630,VA-127-1270440,5103710,VA-127,PK,5,Suffolk city,1000 Bennetts Creek Park Road,Suffolk,VA,23435,Suffolk city 1000 Bennetts Creek Park Road Suffolk VA 23435,,,,(757)923-4251,21,Suburb: Large,No,No,Yes,Yes,727,42,17.31,267,60,–,Regular,Open,suffolk city,51800,42.21428571,39.35714286,46.57142857,52.39285714,49.89285714,41.78571429,31.67857143,50.42857143,-0.2587912268,0.1051606187,0.1311357134,0.1204189477,0.06378848054,0.06955922222,0.2896287155,0.01465360471,89160
Suffolk City Public Schools,ELEPHANT'S FORK ELEMENTARY,117.0,566.0,20.67,,,,,,,,,553.01,1416.0,6387.0,7802.0,579.0,4378.0,4957.0,12760.0,0.0,7056132.0,1995.0,10765.0,Medium Poverty,0.0,7.5,0.0,510371001876,VA-127-1270210,5103710,VA-127,PK,5,Suffolk city,2316 William Reid Dr,Suffolk,VA,23434,Suffolk city 2316 William Reid Dr Suffolk VA 23434,,,,(757)923-5250,21,Suburb: Large,No,No,Yes,Yes,531,36.29,14.63,528,0,–,Regular,Open,suffolk city,51800,42.21428571,39.35714286,46.57142857,52.39285714,49.89285714,41.78571429,31.67857143,50.42857143,-0.2587912268,0.1051606187,0.1311357134,0.1204189477,0.06378848054,0.06955922222,0.2896287155,0.01465360471,89160
Suffolk City Public Schools,FLORENCE BOWSER ELEMENTARY,129.0,780.0,16.54,,,,,,,,,785.58,895.0,5485.0,6380.0,579.0,4378.0,4957.0,11337.0,0.0,8906118.0,1474.0,9863.0,Medium Poverty,3.6,12.7,1.8,510371001615,VA-127-1270090,5103710,VA-127,PK,5,Suffolk city,4540 Nansemond Pkwy,Suffolk,VA,23435,Suffolk city 4540 Nansemond Pkwy Suffolk VA 23435,,,,(757)923-4106,41,Rural: Fringe,No,No,Yes,Yes,764,47,16.26,272,45,–,Regular,Open,suffolk city,51800,42.21428571,39.35714286,46.57142857,52.39285714,49.89285714,41.78571429,31.67857143,50.42857143,-0.2587912268,0.1051606187,0.1311357134,0.1204189477,0.06378848054,0.06955922222,0.2896287155,0.01465360471,89160
Suffolk City Public Schools,FOREST GLEN MIDDLE,85.0,431.0,19.72,,,,,,,,,437.97,2.0,7816.0,7818.0,579.0,4378.0,4957.0,12775.0,0.0,5595206.0,581.0,12194.0,Medium Poverty,2.6,7.7,0.0,510371001619,VA-127-1270390,5103710,VA-127,6,8,Suffolk city,200 Forest Glen Dr,Suffolk,VA,23434,Suffolk city 200 Forest Glen Dr Suffolk VA 23434,,,,(757)925-5780,21,Suburb: Large,No,No,No,†,437,33.27,13.13,183,29,–,Regular,Open,suffolk city,51800,42.21428571,39.35714286,46.57142857,52.39285714,49.89285714,41.78571429,31.67857143,50.42857143,-0.2587912268,0.1051606187,0.1311357134,0.1204189477,0.06378848054,0.06955922222,0.2896287155,0.01465360471,89160
